session_id,target
1,3.384172211869048e-05
2,3.6288012421015573e-08
3,7.44933552896284e-08
4,5.610048721583169e-09
5,1.2283319889387329e-05
6,1.4336009487384917e-05
7,0.00331451911074653
8,0.0006678875355907204
9,8.57685563980968e-06
10,0.0003964719677614186
11,6.564320940493521e-05
12,2.773717953987102e-06
13,1.365722555786807e-05
14,0.018709803710284932
15,0.00021821518187928616
16,9.315282621356155e-05
17,0.001180949776880304
18,1.03562661866276e-06
19,0.0007152516346527906
20,2.1693508626391649e-07
21,0.04386352604991894
22,3.6707316163415356e-09
23,6.950407257601625e-05
24,1.0061315413742568e-05
25,0.003881774388773564
26,7.7583854302664e-08
27,2.1035180428252282e-05
28,1.1429801395013477e-08
29,0.011333948363658074
30,0.00015482689751073562
31,0.022406594556770913
32,0.017949768593964188
33,2.4128008292712816e-05
34,4.6533791566255094e-07
35,0.017325271343355278
36,0.0009602048300315206
37,5.024378705749045e-10
38,4.435232934419241e-08
39,0.00015482689751073562
40,8.239687986450112e-07
41,0.00064687200411108
42,9.458173968385866e-05
43,1.4542132140902969e-05
44,2.894794245223936e-06
45,0.4275242630236837
46,1.3880434544158031e-05
47,0.00010545776670365045
48,3.6197024644450306e-06
49,2.4297598836294447e-05
50,2.7882496364786994e-07
51,9.353011696792266e-09
52,8.186654580371466e-06
53,0.06238977575975261
54,9.27119689200328e-05
55,2.5574722169055248e-05
56,2.1782232651368123e-05
57,7.338423712322972e-08
58,2.148613710332296e-06
59,8.887515916078461e-07
60,1.818973386433084e-07
61,4.0546245021938124e-07
62,0.00025213777443975754
63,7.87128151434004e-07
64,7.795423448501179e-05
65,9.364661455954704e-07
66,4.5589620066102296e-07
67,5.5459123915470426e-05
68,5.788921889608349e-05
69,0.11659833933303587
70,1.1241784131562063e-05
71,0.0001393764779777043
72,6.0479352413419595e-05
73,8.891317294834108e-05
74,2.4695325012732544e-06
75,7.186104654105955e-05
76,0.0002076275692357628
77,0.0005396628637448205
78,0.0026753914020574425
79,1.9567483467965678e-05
80,1.0572618854515625e-05
81,2.668878805947485e-06
82,2.733637443966933e-06
83,6.735534672438495e-10
84,0.9307219880556198
85,2.213008702156299e-05
86,3.84434947860418e-07
87,0.004580419159475752
88,0.0002090681645485122
89,0.0014717226406856046
90,0.10036723871795175
91,6.71870138002398e-06
92,1.1068612542750882e-07
93,0.028072850720945067
94,1.8816126942127722e-05
95,0.0003502010551524341
96,1.243132744646017e-07
97,0.00010430739932257562
98,4.052974505698926e-06
99,1.5065940317897207e-06
100,0.00046092239318656794
101,5.026093146744281e-05
102,0.0003439109966623908
103,3.45128582084622e-05
104,5.8428383597066767e-05
105,6.990498705000261e-06
106,5.7817501779619044e-06
107,2.0223974945543947e-05
108,1.0842498181838954e-05
109,1.3295293740223348e-06
110,4.262809833108968e-06
111,0.00030170288133533636
112,8.393434089750012e-09
113,0.0004865961803490144
114,2.635166455400642e-07
115,1.245321541651218e-06
