session_id,target
1,0.00023737116269875857
2,4.979471614103937e-07
3,1.988725887960593e-06
4,9.393419251148506e-07
5,0.00017822036283069437
6,7.416174161375913e-05
7,0.005921738702154048
8,0.0022590607771204086
9,6.126028643914356e-05
10,0.002112711842244826
11,0.0003604381576102859
12,2.5527098260923972e-05
13,5.630937969517592e-05
14,0.021664911027947414
15,0.0010371192862928932
16,0.00029206442816632767
17,0.0034214697596057315
18,1.7686201417964128e-05
19,0.004242429435190224
20,2.333794629042272e-06
21,0.0679860073878301
22,1.8228475758206308e-06
23,0.0005701337365733276
24,0.0006396494661857329
25,0.019813941720257248
26,1.2094531799032809e-05
27,0.00011521351065657145
28,7.739537309434657e-07
29,0.019126781472342536
30,0.0005200965984379595
31,0.029657849500096287
32,0.02752895575956692
33,0.00011862698973732839
34,1.34066235338656e-05
35,0.02376996879723768
36,0.0014602539866870048
37,1.4679544710796964e-07
38,9.443600223472736e-07
39,0.0005200965984379595
40,8.800437812620837e-06
41,0.0027679587938273546
42,0.0011082112036756124
43,0.0001742237131957638
44,4.997893947892103e-05
45,0.17484874152330476
46,8.367486725802796e-05
47,0.00039493867949814244
48,4.5279678627941966e-05
49,0.0002828538975291037
50,8.62377733738273e-06
51,6.030581507002887e-07
52,0.00015511837773346914
53,0.06002146678875334
54,0.0006309103972270281
55,0.00041401990586503517
56,0.001322265981467631
57,2.483828133925494e-06
58,2.757274081174074e-05
59,6.219254922429787e-06
60,2.038576452794378e-06
61,9.920588528146715e-06
62,0.0006884629084092889
63,9.360390092237616e-06
64,0.0009293041573911207
65,6.746398418348773e-06
66,4.533077190113513e-06
67,0.00037309782443628483
68,0.0004892505254069316
69,0.14761543316103343
70,5.934502606763279e-05
71,0.0005209130483447851
72,0.00021758841898291114
73,0.003590277285917691
74,1.7424692972436386e-05
75,0.00039123645008893487
76,0.0009629712006923658
77,0.002618790166366435
78,0.0036053808417348785
79,0.0002106307345759058
80,2.9090855623391783e-05
81,3.8532651773579846e-05
82,0.00015233307817800505
83,2.1800255015036066e-07
84,0.8625932740178932
85,0.00014463676392151436
86,3.479737809392992e-06
87,0.007767511437469269
88,0.0016640169557868357
89,0.0034708430840309132
90,0.11173268396911
91,5.193609627816297e-05
92,2.0105508688814275e-06
93,0.028333799450152856
94,0.00011576246602517526
95,0.004374029761414245
96,1.5260215827083603e-06
97,0.0008105907226025945
98,2.6655507422440035e-05
99,2.3619374785436147e-05
100,0.0011592825128896715
101,0.0001391675525378977
102,0.005257030346133323
103,0.0003316287329909464
104,0.0003439208165173721
105,0.00011884516152891339
106,7.569740534019345e-05
107,0.000680057092515884
108,9.136390115728921e-05
109,1.996262379972906e-05
110,3.186429439022103e-05
111,0.001351175558185728
112,5.943576507628253e-07
113,0.000922598995840391
114,5.537170663313789e-06
115,3.646117083112475e-05
116,4.158819592518918e-06
117,0.00026009896675227345
118,0.005675349423644419
119,9.890745153773629e-07
120,0.0008599743882911774
121,1.3322091453523083e-05
122,1.4870112850868919e-05
123,7.004072865968881e-05
124,0.00011681533661946277
125,0.006205069564933663
126,1.9923623338075623e-06
127,2.249039988206317e-06
128,0.00011227161620194621
129,0.005978037516246865
130,0.008232340827590584
131,0.0017350103031231452
132,0.005921738702154048
133,0.0036710433189271353
134,0.00010686875240856826
135,3.4038242482189476e-06
136,0.0008908866576795439
137,0.00010726849410971761
138,0.004982301579984019
139,5.430333168629053e-06
140,0.00018462425076295862
141,2.3581232294823742e-07
142,0.00010199635142625948
143,0.00011808988635082891
144,0.0072783349137579695
145,4.979471614103937e-07
146,0.0006540668131419455
147,0.00016587272322030267
148,0.004143783079348815
149,0.005810993718457073
150,0.01863731190528188
151,2.3112879226818944e-06
152,0.014182378154075977
153,0.0002444306486954936
154,0.0002766230253657901
155,0.0005557234610811534
156,1.4661586234906953e-05
157,3.498888297015017e-05
158,0.0008908866576795439
159,0.00010968927745572898
160,1.4870112850868919e-05
161,0.00371485821583126
162,0.0004068557954738682
163,0.0006300354424145861
164,0.007558056724830712
165,1.7383950064199034e-05
166,1.6883901081079307e-05
167,0.01657973935487967
168,0.005812930573894821
169,0.0040249343664054815
170,0.00208396256581593
171,0.006164905134049048
172,0.00021731950740047336
173,0.0006156197013753262
174,0.0003744844774145921
175,0.5081646470778135
176,0.004523883681564533
177,0.015271359726995103
178,1.3644354672602451e-05
179,0.0003957161109432411
180,0.0021021332335271993
181,0.00012229327721705114
182,0.0014786408399675229
183,5.164018867804197e-05
184,0.00010314185596027078
185,0.0002049626152101468
186,0.00037441752429028815
187,2.332251836867207e-06
188,1.6913420647600108e-06
189,0.006612443673066024
190,0.00022547387168302257
191,0.0001187645620045455
192,4.791444397918834e-05
193,0.004214697529531292
194,0.0007708547393900145
195,5.6903061098865585e-05
196,1.232117392124817e-05
197,0.0020378611228993857
198,0.0066808033953155935
199,0.027961036511592225
200,8.663385159815115e-06
201,8.367486725802796e-05
202,0.08984310158457276
203,2.6445448990714402e-06
204,4.806187962616434e-05
205,0.025046275032906948
206,1.6907578524476246e-08
207,0.000987297276374894
208,0.0010850484550954539
209,1.7795530940299369e-06
210,0.0048046322646933095
211,0.00019463324893826192
212,0.004580214378096609
213,1.2929916122170832e-05
214,0.005494260744861772
215,0.0008868275033042826
216,0.008810278429360024
217,0.01935674917602787
218,0.0040249343664054815
219,0.0030766186953516523
220,0.0043696356180916275
221,0.0027332120037176387
222,4.408745999878319e-05
223,0.007280520583752571
224,0.0040249343664054815
225,0.08117196240117053
226,0.010043151541887611
227,0.004750464957775038
228,0.0001061756470655405
229,5.408740026660428e-05
230,0.0024652378125852446
231,0.0002265833393842141
232,2.2856167724323104e-05
233,2.2200764127614788e-05
234,0.008746234566027517
235,0.0001790059037928573
236,0.00026101371907002644
237,0.004656435297141954
238,0.005921738702154048
239,0.0005200965984379595
240,0.010062771347665814
241,9.828508849773342e-05
242,1.0215247759620595e-07
243,1.1861607588263507e-07
244,2.638017163232789e-05
245,0.0005431748910213567
246,0.00012992707460528346
247,0.03005405130691265
248,0.0016021337192157563
249,8.198827395417136e-05
250,0.001024237890184696
251,0.041679809229794855
252,3.5199617602338594e-05
253,5.8837093692626925e-05
254,0.002669333633254343
255,0.003653462942735348
256,2.3585409581168916e-07
257,0.0001252620529399411
258,0.008596610432005979
259,0.008763572580184134
260,0.0012142301800916599
261,0.0003668748206741886
262,0.0018092320695486522
263,0.0014733511189090288
264,0.005819166671896365
265,0.00014715224091368614
266,9.408607645577986e-06
267,4.735711328858416e-09
268,0.00015736235652261943
269,0.0008322634410262629
270,0.0012321550987173901
271,8.963652277877805e-06
272,0.00011879563456697479
273,1.2224278928420466e-05
274,0.004971056235674805
275,0.007671918597647979
276,7.010039938854057e-06
277,0.003571175259726551
278,0.011969522584387481
279,1.1743998701527846e-05
280,0.00550535596394367
281,0.00011826610399879693
282,0.0007458076892612484
283,0.004398406280248344
284,6.061163968288025e-05
285,4.368774866539505e-05
286,1.1330315024371926e-06
